,request_id,slot,metric_filter_id,metric,n_reqs_1,n_reqs_2,n_reqs_3,program_id,subprogram_name,total_requests_tonight,exposure_time,n_usable,observable_tonight,Yrtf_val,scheduled,field_id
280,20,5823,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
281,20,5823,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
282,20,5824,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
283,20,5824,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
284,20,5824,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
285,20,5825,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
286,20,5825,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
287,20,5825,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
288,20,5826,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
289,20,5826,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
290,20,5826,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
291,20,5827,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
292,20,5827,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
293,20,5827,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
294,20,5828,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
295,20,5828,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
296,20,5828,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
297,20,5829,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
298,20,5829,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
299,20,5829,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
300,20,5830,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
301,20,5830,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
302,20,5830,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
303,20,5831,1,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
304,20,5831,2,-0.495,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
305,20,5831,3,-0.0,1,1,0,1,all_sky,2,30.0,6,True,False,False,299
306,21,5815,1,0.5606253114688355,1,1,0,1,all_sky,2,30.0,7,True,False,False,300
