# INDEX mount\_offsets\_ra\_arcsec\_total mount\_offsets\_dec\_arcsec\_total rotator\_field\_angle mount\_dec\_j2000\_deg mount\_ra\_j2000\_hours
 8642.9 0 60 -205.23148793153 46.827724032373 19.317078790001
 8643 0 60 -205.23070023735 46.827712625612 19.317078423082
 8643.1 0 60 -205.23070023735 46.827712625612 19.317078423082
 8643.2 0 60 -205.23070023735 46.827712625612 19.317078423082
 8643.3 0 60 -205.23070023735 46.827712625612 19.317078423082
 8643.4 0 60 -205.23155687995 46.827713119583 19.317078014076
 8643.5 0 60 -205.23155687995 46.827713119583 19.317078014076
 8643.6 0 60 -205.2315319184 46.827707863207 19.317078552018
 8643.7 0 60 -205.2315319184 46.827707863207 19.317078552018
 8643.8 0 60 -205.23140709365 46.827708722788 19.317077549172
 8643.9 0 60 -205.23140709365 46.827708722788 19.317077549172
 8644 0 60 -205.2316988897 46.8277212193 19.31707828968
 8644.1 0 60 -205.2316988897 46.8277212193 19.31707828968
 8644.2 0 60 -205.23160142516 46.82772102969 19.317079461889
 8644.3 0 60 -205.23160142516 46.82772102969 19.317079461889
 8644.4 0 60 -205.23160142516 46.827731312303 19.317078439596
 8644.5 0 60 -205.23107062664 46.82771535872 19.31707835633
 8644.6 0 60 -205.23107062664 46.82771535872 19.31707835633
 8644.7 0 60 -205.23137980259 46.827715878687 19.317078278436
 8644.8 0 60 -205.23137980259 46.827715878687 19.317078278436
 8644.9 0 60 -205.23137980259 46.827715878687 19.317078278436
 8645 0 60 -205.23126065739 46.827728489358 19.317078228354
 8645.1 0 60 -205.23126065739 46.827728489358 19.317078228354
 8645.2 0 60 -205.23151806946 46.827719287823 19.31707821399
 8645.3 0 60 -205.23151806946 46.827719287823 19.31707821399
 8645.4 0 60 -205.23141816643 46.827716604265 19.317078279878
 8645.5 0 60 -205.23148201511 46.827723289951 19.317078092669
 8645.6 0 60 -205.23148201511 46.827723289951 19.317078092669
 8645.7 0 60 -205.23104480897 46.827719936833 19.317077961213
 8645.8 0 60 -205.23104480897 46.827719936833 19.317077961213
 8645.9 0 60 -205.23106783892 46.827714463562 19.317078659811
 8646 0 60 -205.23106783892 46.827714463562 19.317078659811
 8646.1 0 60 -205.23106783892 46.827703470231 19.317077858251
 8646.2 0 60 -205.23106783892 46.827703470231 19.317077858251
 8646.3 0 60 -205.23109056796 46.82771887386 19.317078176428
 8646.4 0 60 -205.23109056796 46.82771887386 19.317078176428
 8646.5 0 60 -205.23144479604 46.827709703558 19.31707799287
 8646.6 0 60 -205.23144479604 46.82772210287 19.317078430472
 8646.7 0 60 -205.23144479604 46.82772210287 19.317078430472
 8646.8 0 60 -205.23137376418 46.827691086708 19.317078344558
 8646.9 0 60 -205.23137376418 46.827691086708 19.317078344558
 8647 0 60 -205.23113886327 46.827700044555 19.317078497721
 8647.1 0 60 -205.23113886327 46.827700044555 19.317078497721
 8647.2 0 60 -205.23146834448 46.827700701017 19.317077596127
 8647.3 0 60 -205.23146834448 46.827700701017 19.317077596127
 8647.4 0 60 -205.23137176394 46.827712595591 19.317077946327
 8647.5 0 60 -205.23133129699 46.827719216289 19.317078014822
 8647.6 0 60 -205.23133129699 46.827719216289 19.317078014822
 8647.7 0 60 -205.23133129699 46.827713198974 19.317078359465
 8647.8 0 60 -205.23133129699 46.827713198974 19.317078359465
 8647.9 0 60 -205.23145587539 46.827728426209 19.317077666423
 8648 0 60 -205.23145587539 46.827728426209 19.317077666423
 8648.1 0 60 -205.23144215013 46.827715623077 19.317077930157
 8648.2 0 60 -205.23144215013 46.827715623077 19.317077930157
 8648.3 0 60 -205.2313105442 46.827731018098 19.317078212384
 8648.4 0 60 -205.2313105442 46.827731018098 19.317078212384
 8648.5 0 60 -205.23143186244 46.827706565306 19.317078453698
 8648.6 0 60 -205.23143186244 46.827706565306 19.317078453698
 8648.7 0 60 -205.23143186244 46.827706565306 19.317078453698
 8648.8 0 60 -205.23147540961 46.827699886183 19.317078796394
 8648.9 0 60 -205.230853224 46.827714909796 19.317077994601
 8649 0 60 -205.23102065427 46.827705286585 19.317078237869
 8649.1 0 60 -205.23122019804 46.827708434949 19.317078143486
 8649.2 0 60 -205.23122019804 46.827708434949 19.317078143486
 8649.3 0 60 -205.23122019804 46.827708434949 19.317078143486
 8649.4 0 60 -205.23118697204 46.827723409705 19.317078278837
 8649.5 0 60 -205.23118697204 46.827723409705 19.317078278837
 8649.6 0 60 -205.23137779825 46.82770142514 19.317078022883
 8649.7 0 60 -205.23137779825 46.82770142514 19.317078022883
 8649.8 0 60 -205.23135401869 46.827713237727 19.317077862291
 8649.9 0 60 -205.23135401869 46.827713237727 19.317077862291
 8650 60 60 -205.23134229381 46.82772180696 19.317081631661
 8650.1 60 60 -205.23134229381 46.82772180696 19.317081631661
 8650.2 60 60 -205.22231658177 46.827727039762 19.317513805702
 8650.3 60 60 -205.22231658177 46.827727039762 19.317513805702
 8650.4 60 60 -205.19556535248 46.827689724123 19.317741660867
 8650.5 60 60 -205.19556535248 46.827689724123 19.317741660867
 8650.6 60 60 -205.18544245601 46.827670930743 19.317934194304
 8650.7 60 60 -205.18544245601 46.827670930743 19.317934194304
 8650.8 60 60 -205.18544245601 46.827670930743 19.317934194304
 8650.9 60 60 -205.18053139744 46.827678149161 19.318056563173
 8651 60 60 -205.18053139744 46.827678149161 19.318056563173
 8651.1 60 60 -205.17743477952 46.827674448416 19.318122843013
 8651.2 60 60 -205.17432631813 46.827674230987 19.318175378497
 8651.3 60 60 -205.17432631813 46.827674230987 19.318175378497
 8651.4 60 60 -205.17146506222 46.827675455554 19.318212235736
 8651.5 60 60 -205.17146506222 46.827675455554 19.318212235736
 8651.6 60 60 -205.16900609232 46.827656969678 19.318236510551
 8651.7 60 60 -205.16900609232 46.827656969678 19.318236510551
 8651.8 60 60 -205.16884240763 46.827664897136 19.318250481064
 8651.9 60 60 -205.16884240763 46.827664897136 19.318250481064
 8652 60 60 -205.17061413607 46.827679873405 19.318196504638
 8652.1 60 60 -205.17061413607 46.827679873405 19.318196504638
 8652.2 60 60 -205.17061413607 46.827679873405 19.318196504638
 8652.3 60 60 -205.17240912487 46.82769882285 19.318183445383
 8652.4 60 60 -205.17196209286 46.827686181923 19.318186023365
 8652.5 60 60 -205.17196209286 46.827686181923 19.318186023365
 8652.6 60 60 -205.17196209286 46.827700384607 19.318189259812
 8652.7 60 60 -205.17187581859 46.827684478964 19.3181892038
 8652.8 60 60 -205.17152918683 46.827677974713 19.318189584584
 8652.9 60 60 -205.17152918683 46.827677974713 19.318189584584
 8653 60 60 -205.17157411832 46.827693354407 19.318189441084
 8653.1 60 60 -205.17157411832 46.827693354407 19.318189441084
 8653.2 60 60 -205.17157411832 46.827693354407 19.318189441084
 8653.3 60 60 -205.17156012778 46.827683900686 19.318190002372
 8653.4 60 60 -205.17156012778 46.827672084133 19.318189347004
 8653.5 60 60 -205.17156012778 46.827672084133 19.318189347004
 8653.6 60 60 -205.17177577441 46.827686618278 19.318189894004
 8653.7 60 60 -205.17177577441 46.827686618278 19.318189894004
 8653.8 60 60 -205.1717633559 46.827677219593 19.318189043062
 8653.9 60 60 -205.1717633559 46.827677219593 19.318189043062
 8654 60 60 -205.17176368095 46.827688851083 19.318188711528
 8654.1 60 60 -205.17199602219 46.827673658883 19.318188830925
 8654.2 60 60 -205.17199602219 46.827673658883 19.318188830925
 8654.3 60 60 -205.17213682753 46.82769082774 19.318188137206
 8654.4 60 60 -205.17213682753 46.82769082774 19.318188137206
 8654.5 60 60 -205.17132671548 46.827690392538 19.318188391954
 8654.6 60 60 -205.17132671548 46.827672505155 19.318188023193
 8654.7 60 60 -205.17132671548 46.827672505155 19.318188023193
 8654.8 60 60 -205.17132671548 46.827672505155 19.318188023193
 8654.9 60 60 -205.17208772405 46.827689428397 19.318187815839
 8655 60 60 -205.17208772405 46.827689428397 19.318187815839
 8655.1 60 60 -205.17198070984 46.827698777129 19.318188703126
 8655.2 60 60 -205.17179434099 46.827670625977 19.318188358647
 8655.3 60 60 -205.17179434099 46.827670625977 19.318188358647
 8655.4 60 60 -205.17179434099 46.827661207837 19.318187826488
 8655.5 60 60 -205.17179434099 46.827661207837 19.318187826488
 8655.6 60 60 -205.17172606314 46.827676146217 19.318188303396
 8655.7 60 60 -205.17172606314 46.827676146217 19.318188303396
 8655.8 60 60 -205.17139669247 46.827687247091 19.318188567167
 8655.9 60 60 -205.17139669247 46.827687247091 19.318188567167
 8656 60 60 -205.17157299114 46.827662245538 19.318187837601
 8656.1 60 60 -205.17157299114 46.827662245538 19.318187837601
 8656.2 60 60 -205.17156452548 46.827676929472 19.31818836265
 8656.3 60 60 -205.17156452548 46.827676929472 19.31818836265
 8656.4 60 60 -205.17156452548 46.827676929472 19.31818836265
 8656.5 60 60 -205.17168194806 46.827667596265 19.318188027299
 8656.6 60 60 -205.17191564615 46.827685532943 19.318188410937
 8656.7 60 60 -205.17191564615 46.827685532943 19.318188410937
 8656.8 60 60 -205.17168918396 46.827672631949 19.318187959885
 8656.9 60 60 -205.17168918396 46.827672631949 19.318187959885
 8657 60 60 -205.17206028663 46.82768679123 19.318187959222
 8657.1 60 60 -205.17206028663 46.82768679123 19.318187959222
 8657.2 60 60 -205.17106363927 46.827679318742 19.318188388686
 8657.3 60 60 -205.17189307603 46.827693314168 19.318188253749
 8657.4 60 60 -205.17189307603 46.827693314168 19.318188253749
 8657.5 60 60 -205.17189307603 46.827693314168 19.318188253749
 8657.6 60 60 -205.1719162006 46.827679977746 19.31818864173
 8657.7 60 60 -205.1719162006 46.827679977746 19.31818864173
 8657.8 60 60 -205.1719162006 46.827679977746 19.31818864173
 8657.9 60 60 -205.17178817753 46.827678904968 19.318188045122
 8658 60 60 -205.17178817753 46.827678904968 19.318188045122
 8658.1 60 60 -205.1720022208 46.827686765249 19.318188841416
 8658.2 60 60 -205.17170434534 46.827683270011 19.318188172017
 8658.3 60 60 -205.17176539706 46.827664748709 19.318188132263
 8658.4 60 60 -205.17176539706 46.827664748709 19.318188132263
 8658.5 60 60 -205.17133095676 46.827681237816 19.318188559036
 8658.6 60 60 -205.17133095676 46.827690365603 19.318188910009
 8658.7 60 60 -205.17133095676 46.827690365603 19.318188910009
 8658.8 60 60 -205.17133095676 46.827690365603 19.318188910009
 8658.9 60 60 -205.17145416026 46.827683523328 19.318187542514
 8659 60 60 -205.17160013057 46.827691212146 19.318188143733
 8659.1 60 60 -205.17160013057 46.827691212146 19.318188143733
 8659.2 60 60 -205.17185009512 46.827686867698 19.318188141163
 8659.3 60 60 -205.17185009512 46.827686867698 19.318188141163
 8659.4 60 60 -205.17185009512 46.827686867698 19.318188141163
 8659.5 60 60 -205.17185009512 46.827679487937 19.3181884157
 8659.6 60 60 -205.17185009512 46.827679487937 19.3181884157
 8659.7 60 60 -205.17170247932 46.827650348769 19.318188621538
 8659.8 60 60 -205.17170247932 46.827650348769 19.318188621538
 8659.9 60 60 -205.17199810163 46.827682749263 19.31818872175
 8660 60 60 -205.17199810163 46.827682749263 19.31818872175
 8660.1 60 60 -205.17172520526 46.827694018395 19.318188416141
 8660.2 60 60 -205.17172520526 46.827694018395 19.318188416141
 8660.3 60 60 -205.17196794092 46.827668485242 19.318188788844
 8660.4 60 60 -205.1717866727 46.827679843576 19.318187947197
 8660.5 60 60 -205.1717866727 46.827679843576 19.318187947197
 8660.6 60 60 -205.1717866727 46.827679843576 19.318187947197
 8660.7 60 60 -205.1717866727 46.827679843576 19.318187947197
 8660.8 60 60 -205.1717978533 46.82767808092 19.318188460142
 8660.9 60 60 -205.1717978533 46.82767808092 19.318188460142
 8661 60 60 -205.1717978533 46.82767808092 19.318188460142
 8661.1 60 60 -205.17149185997 46.827667509676 19.31818907317
 8661.2 60 60 -205.17149185997 46.827667509676 19.31818907317
 8661.3 60 60 -205.17166048496 46.827681635765 19.318188247284
 8661.4 60 60 -205.17173632252 46.827703587014 19.318189265987
 8661.5 60 60 -205.17173632252 46.827703587014 19.318189265987
 8661.6 60 60 -205.17182263108 46.82766854736 19.318188627776
 8661.7 60 60 -205.17182263108 46.82766854736 19.318188627776
 8661.8 60 60 -205.1718414943 46.827682483741 19.318188105833
 8661.9 60 60 -205.1718414943 46.827682483741 19.318188105833
 8662 60 60 -205.17179710976 46.827674413239 19.31818799013
 8662.1 60 60 -205.17179710976 46.827674413239 19.31818799013
 8662.2 60 60 -205.1718637593 46.827688044478 19.318187881177
 8662.3 60 60 -205.1718637593 46.827688044478 19.318187881177
 8662.4 60 60 -205.17203032925 46.827693967183 19.318188254481
 8662.5 60 60 -205.17203032925 46.827693967183 19.318188254481
 8662.6 60 60 -205.17203032925 46.827693967183 19.318188254481
 8662.7 60 60 -205.17182975134 46.82767462937 19.318189286052
 8662.8 60 60 -205.17182975134 46.82767462937 19.318189286052
 8662.9 60 60 -205.17182975134 46.82767462937 19.318189286052
 8663 60 60 -205.17153899406 46.82767169225 19.318188455972
 8663.1 60 60 -205.17153899406 46.82767169225 19.318188455972
 8663.2 60 60 -205.17161479547 46.827685244707 19.318189528758
 8663.3 60 60 -205.17171423898 46.827651090021 19.318187790099
 8663.4 60 60 -205.17171423898 46.827651090021 19.318187790099
 8663.5 60 60 -205.17171423898 46.827651090021 19.318187790099
 8663.6 60 60 -205.1717938514 46.827664524624 19.318188618356
 8663.7 60 60 -205.1717938514 46.827693788343 19.318188263446
 8663.8 60 60 -205.1717938514 46.827693788343 19.318188263446
 8663.9 60 60 -205.17172738409 46.827686037256 19.318187969836
 8664 60 60 -205.17172738409 46.827686037256 19.318187969836
 8664.1 60 60 -205.17162405836 46.82765331306 19.318188212429
 8664.2 60 60 -205.17162405836 46.82765331306 19.318188212429
 8664.3 60 60 -205.17186244615 46.827669275774 19.31818799612
 8664.4 60 60 -205.17186244615 46.827669275774 19.31818799612
 8664.5 60 60 -205.17116160667 46.827660975627 19.318188229947
 8664.6 60 60 -205.17116160667 46.827660975627 19.318188229947
 8664.7 60 60 -205.1717095046 46.827695523524 19.318188293122
 8664.8 60 60 -205.1717095046 46.827695523524 19.318188293122
 8664.9 60 60 -205.17184561197 46.827684323407 19.318188925719
 8665 60 60 -205.17184561197 46.827684323407 19.318188925719
 8665.1 60 60 -205.17175381875 46.827675909838 19.318188513591
 8665.2 60 60 -205.17175381875 46.827675909838 19.318188513591
 8665.3 60 60 -205.17199470285 46.827688944779 19.318188342091
 8665.4 60 60 -205.17199470285 46.827688944779 19.318188342091
 8665.5 60 60 -205.17169296544 46.827680720413 19.318188382276
 8665.6 60 60 -205.17169296544 46.827680720413 19.318188382276
 8665.7 60 60 -205.17088669291 46.827669360733 19.318189009017
 8665.8 60 60 -205.17168354974 46.827679843737 19.318188367103
 8665.9 60 60 -205.17168354974 46.827679843737 19.318188367103
 8666 60 60 -205.17165353559 46.827690288279 19.318188273759
 8666.1 60 60 -205.17165353559 46.827690288279 19.318188273759
 8666.2 60 60 -205.17165353559 46.827690288279 19.318188273759
 8666.3 60 60 -205.17166405415 46.827677181998 19.318188073789
 8666.4 60 60 -205.17164925103 46.827689964719 19.318188474913
 8666.5 60 60 -205.17164925103 46.827689964719 19.318188474913
 8666.6 60 60 -205.17164460222 46.827685795562 19.318188880126
 8666.7 60 60 -205.17164460222 46.827685795562 19.318188880126
 8666.8 60 60 -205.17164460222 46.827685795562 19.318188880126
 8666.9 60 60 -205.17164460222 46.827685795562 19.318188880126
 8667 60 60 -205.17164460222 46.827685795562 19.318188880126
 8667.1 60 60 -205.1712266485 46.827690171115 19.318188245266
 8667.2 60 60 -205.1712266485 46.827690171115 19.318188245266
 8667.3 60 60 -205.17123328189 46.8276813484 19.31818882582
 8667.4 60 60 -205.17123328189 46.827683877156 19.318188828921
 8667.5 60 60 -205.17144213951 46.827669773344 19.318188716034
 8667.6 60 60 -205.17158431753 46.827661159594 19.318188690161
 8667.7 60 60 -205.17158431753 46.827661159594 19.318188690161
 8667.8 60 60 -205.17158431753 46.827688043786 19.318188175091
 8667.9 60 60 -205.17158431753 46.827688043786 19.318188175091
 8668 60 60 -205.17159850858 46.827700606738 19.318188216048
 8668.1 60 60 -205.17159850858 46.827700606738 19.318188216048
 8668.2 60 60 -205.17150451954 46.827681776546 19.318188619587
 8668.3 60 60 -205.17182376415 46.827694235981 19.318188185649
 8668.4 60 60 -205.17182376415 46.827694235981 19.318188185649
 8668.5 60 60 -205.17174858442 46.827687292627 19.318188121245
 8668.6 60 60 -205.17114256662 46.827657136336 19.318188168759
 8668.7 60 60 -205.17114256662 46.827657136336 19.318188168759
 8668.8 60 60 -205.17114256662 46.827683984834 19.318188499121
 8668.9 60 60 -205.17114256662 46.827683984834 19.318188499121
 8669 60 60 -205.17165667673 46.827675007627 19.318188613195
 8669.1 60 60 -205.17165667673 46.827675007627 19.318188613195
 8669.2 60 60 -205.1716589725 46.827684691799 19.318188565094
 8669.3 60 60 -205.17153764345 46.827678554829 19.318187856217
 8669.4 60 60 -205.17153764345 46.827678554829 19.318187856217
 8669.5 60 60 -205.1717062099 46.827683269252 19.318187779576
 8669.6 60 60 -205.1717062099 46.827683269252 19.318187779576
 8669.7 60 60 -205.1717062099 46.827672125127 19.318188162002
 8669.8 60 60 -205.17161048507 46.827676665994 19.318188244025
 8669.9 60 60 -205.17161048507 46.827676665994 19.318188244025
 8670 60 60 -205.17161467867 46.827667534906 19.318188369758
 8670.1 60 60 -205.17161467867 46.827667534906 19.318188369758
 8670.2 60 60 -205.17157810352 46.82766080165 19.318188529096
 8670.3 60 60 -205.17157810352 46.82766080165 19.318188529096
 8670.4 60 60 -205.1715010777 46.827694554836 19.318188650687
 8670.5 60 60 -205.1715010777 46.82768013484 19.318188192252
 8670.6 60 60 -205.1715010777 46.82768013484 19.318188192252
 8670.7 60 60 -205.17170174153 46.827685177139 19.318188386648
 8670.8 60 60 -205.17170174153 46.82767857682 19.318188668771
 8670.9 60 60 -205.17123883773 46.827683330087 19.318188532627
 8671 60 60 -205.17123883773 46.827683330087 19.318188532627
 8671.1 60 60 -205.17160072149 46.827695339336 19.318188774883
 8671.2 60 60 -205.17160072149 46.827695339336 19.318188774883
 8671.3 60 60 -205.17160072149 46.827695339336 19.318188774883
 8671.4 60 60 -205.17102160297 46.827659956151 19.318188746945
 8671.5 60 60 -205.17096839191 46.827672300947 19.31818831513
 8671.6 60 60 -205.17096839191 46.827672300947 19.31818831513
 8671.7 60 60 -205.17096839191 46.827679992844 19.318188622198
 8671.8 60 60 -205.17096839191 46.827679992844 19.318188622198
 8671.9 60 60 -205.17161289287 46.827668251407 19.318188388903
 8672 0 60 -205.17257596906 46.827685434855 19.318168403462
 8672.1 0 60 -205.17257596906 46.827685434855 19.318168403462
 8672.2 0 60 -205.17257596906 46.827685434855 19.318168403462
 8672.3 0 60 -205.17257596906 46.827733886571 19.31763898484
 8672.4 0 60 -205.17257596906 46.827733886571 19.31763898484
 8672.5 0 60 -205.2009766984 46.82770801448 19.317437404636
 8672.6 0 60 -205.2009766984 46.82770801448 19.317437404636
 8672.7 0 60 -205.21666190578 46.827692217929 19.317346208857
 8672.8 0 60 -205.21666190578 46.827692217929 19.317346208857
 8672.9 0 60 -205.21666190578 46.82772417171 19.317243456926
 8673 0 60 -205.21666190578 46.82772417171 19.317243456926
 8673.1 0 60 -205.2256982934 46.827688690158 19.317174607915
 8673.2 0 60 -205.2256982934 46.827725884003 19.317143502708
 8673.3 0 60 -205.2256982934 46.827725884003 19.317143502708
 8673.4 0 60 -205.22801665625 46.827714746519 19.317126430368
 8673.5 0 60 -205.22801665625 46.827714746519 19.317126430368
 8673.6 0 60 -205.22910047121 46.827708480455 19.317107477169
 8673.7 0 60 -205.22910047121 46.827708480455 19.317107477169
 8673.8 0 60 -205.22963462077 46.827724339599 19.317095601613
 8673.9 0 60 -205.22963462077 46.827724339599 19.317095601613
 8674 0 60 -205.22999459439 46.827693933615 19.317088528414
 8674.1 0 60 -205.22999459439 46.827693933615 19.317088528414
 8674.2 0 60 -205.2300910192 46.82770047134 19.317086829013
 8674.3 0 60 -205.2300910192 46.82770047134 19.317086829013
 8674.4 0 60 -205.2300910192 46.82770047134 19.317086829013
 8674.5 0 60 -205.23083318585 46.827719492243 19.317082696313
 8674.6 0 60 -205.23083318585 46.827719492243 19.317082696313
 8674.7 0 60 -205.23044386127 46.827704560817 19.317081707092
 8674.8 0 60 -205.23044386127 46.827704560817 19.317081707092
 8674.9 0 60 -205.23044386127 46.827704560817 19.317081707092
 8675 0 60 -205.23095632823 46.827722413506 19.317079747116
 8675.1 0 60 -205.23095632823 46.827722413506 19.317079747116
 8675.2 0 60 -205.23095632823 46.827722413506 19.317079747116
 8675.3 0 60 -205.23095700605 46.827716403858 19.317080102609
 8675.4 0 60 -205.23095700605 46.827716403858 19.317080102609
 8675.5 0 60 -205.23100104074 46.827706263561 19.317078409596
 8675.6 0 60 -205.23100104074 46.827706263561 19.317078409596
 8675.7 0 60 -205.23095167041 46.82769549055 19.317079264405
 8675.8 0 60 -205.23095167041 46.82769549055 19.317079264405
 8675.9 0 60 -205.23092881249 46.827723137948 19.317079507732
 8676 0 60 -205.23095203653 46.827712885703 19.317078873773
 8676.1 0 60 -205.23107997511 46.827695905993 19.317078720017
 8676.2 0 60 -205.23107997511 46.827695905993 19.317078720017
 8676.3 0 60 -205.23107997511 46.82770648827 19.317078972624
 8676.4 0 60 -205.23107997511 46.82770648827 19.317078972624
 8676.5 0 60 -205.23095780656 46.827717422366 19.317078357342
 8676.6 0 60 -205.23095780656 46.827717422366 19.317078357342
 8676.7 0 60 -205.23095780656 46.827717422366 19.317078357342
 8676.8 0 60 -205.23095780656 46.827687303934 19.317078551048
 8676.9 0 60 -205.23095780656 46.827687303934 19.317078551048
 8677 0 60 -205.23059876415 46.827715077374 19.317078905126
 8677.1 0 60 -205.23059876415 46.827715077374 19.317078905126
 8677.2 0 60 -205.23109332563 46.827725691164 19.317078646954
 8677.3 0 60 -205.23039840676 46.827712627911 19.317078965248
 8677.4 0 60 -205.23114464116 46.827718801718 19.317078964284
 8677.5 0 60 -205.23114464116 46.827718801718 19.317078964284
 8677.6 0 60 -205.23107246746 46.827727310437 19.317078656735
 8677.7 0 60 -205.23107246746 46.827727310437 19.317078656735
 8677.8 0 60 -205.23069264833 46.827714492104 19.317078952087
 8677.9 0 60 -205.23069264833 46.827720607839 19.317078543282
 8678 0 60 -205.23069264833 46.827720607839 19.317078543282
 8678.1 0 60 -205.23095949746 46.827711643318 19.317079054505
 8678.2 0 60 -205.23095949746 46.827711643318 19.317079054505
 8678.3 0 60 -205.23095949746 46.827693817151 19.317078988368
 8678.4 0 60 -205.23095949746 46.827693817151 19.317078988368
 8678.5 0 60 -205.23095647885 46.827706454191 19.317078599774
 8678.6 0 60 -205.23095647885 46.827706454191 19.317078599774
 8678.7 0 60 -205.23094492052 46.827714283505 19.31707952351
 8678.8 0 60 -205.23094492052 46.827714283505 19.31707952351
 8678.9 0 60 -205.23052973433 46.827726944647 19.31707814924
 8679 0 60 -205.23052973433 46.827726944647 19.31707814924
 8679.1 0 60 -205.23093360365 46.827717652211 19.317079329747
 8679.2 0 60 -205.23093360365 46.827717652211 19.317079329747
 8679.3 0 60 -205.23062672486 46.827728094305 19.317078647026
 8679.4 0 60 -205.23062672486 46.827728094305 19.317078647026
 8679.5 0 60 -205.23086413897 46.827731814032 19.317078392671
 8679.6 0 60 -205.23086413897 46.827731814032 19.317078392671
 8679.7 0 60 -205.23086413897 46.827714546159 19.31707854464
 8679.8 0 60 -205.23086413897 46.827714546159 19.31707854464
 8679.9 0 60 -205.23098914615 46.827709160533 19.317078785776
 8680 0 60 -205.23080023358 46.827713495978 19.317078657706
 8680.1 0 60 -205.23080023358 46.827713495978 19.317078657706
 8680.2 0 60 -205.23075826083 46.827723564849 19.317078952791
 8680.3 0 60 -205.23075826083 46.827723564849 19.317078952791
 8680.4 0 60 -205.23075826083 46.827690747461 19.317078728217
 8680.5 0 60 -205.23075826083 46.827690747461 19.317078728217
 8680.6 0 60 -205.23091229335 46.827700760531 19.317078493956
 8680.7 0 60 -205.23091229335 46.827700760531 19.317078493956
 8680.8 0 60 -205.23091229335 46.827700760531 19.317078493956
 8680.9 0 60 -205.23100334222 46.827716534169 19.317078052285
 8681 0 60 -205.23100334222 46.827716534169 19.317078052285
 8681.1 0 60 -205.23086642072 46.827726155896 19.317078412022
 8681.2 0 60 -205.23054223822 46.827706717798 19.317078538378
 8681.3 0 60 -205.23054223822 46.827706717798 19.317078538378
 8681.4 0 60 -205.23054223822 46.827695155424 19.317078640544
 8681.5 0 60 -205.23054223822 46.827695155424 19.317078640544
 8681.6 0 60 -205.23062262115 46.827724678139 19.31707788075
 8681.7 0 60 -205.23062262115 46.827724678139 19.31707788075
 8681.8 0 60 -205.23056697865 46.827710837861 19.317078369642
 8681.9 0 60 -205.23056697865 46.827710837861 19.317078369642
 8682 0 60 -205.23056697865 46.827710837861 19.317078369642
 8682.1 0 60 -205.23072724068 46.827703438841 19.317078059061
 8682.2 0 60 -205.23089567586 46.827709060136 19.317078178116
 8682.3 0 60 -205.23089567586 46.827709060136 19.317078178116
 8682.4 0 60 -205.23101964894 46.827720795357 19.317077830937
 8682.5 0 60 -205.23101964894 46.827720795357 19.317077830937
 8682.6 0 60 -205.23101964894 46.827720795357 19.317077830937
 8682.7 0 60 -205.23073222224 46.827712035952 19.317079009704
 8682.8 0 60 -205.23073222224 46.827712035952 19.317079009704
 8682.9 0 60 -205.23073222224 46.82771834996 19.317078544442
 8683 0 60 -205.23052907495 46.827706444533 19.31707860433
 8683.1 0 60 -205.23052907495 46.827706444533 19.31707860433
 8683.2 0 60 -205.23052907495 46.827733566194 19.317078362984
 8683.3 0 60 -205.23052907495 46.827733566194 19.317078362984
 8683.4 0 60 -205.23072447895 46.827716201292 19.317078474838
 8683.5 0 60 -205.23072447895 46.827716201292 19.317078474838
 8683.6 0 60 -205.23072447895 46.827716201292 19.317078474838
 8683.7 0 60 -205.23094775543 46.827709668206 19.317078447731
 8683.8 0 60 -205.23092654732 46.827723138565 19.317078662489
 8683.9 0 60 -205.23092654732 46.827723138565 19.317078662489
 8684 0 60 -205.23078737355 46.827707022463 19.31707832164
 8684.1 0 60 -205.23078737355 46.827707022463 19.31707832164
 8684.2 0 60 -205.23024757474 46.827716730408 19.317078570801
 8684.3 0 60 -205.23024757474 46.827716730408 19.317078570801
 8684.4 0 60 -205.23024757474 46.827716730408 19.317078570801
 8684.5 0 60 -205.23031210777 46.827706833607 19.317078154759
 8684.6 0 60 -205.23031210777 46.827706833607 19.317078154759
 8684.7 0 60 -205.23031210777 46.827706833607 19.317078154759
 8684.8 0 60 -205.23081544583 46.827696042033 19.317078451434
 8684.9 0 60 -205.23081313744 46.827707326007 19.317079316264
 8685 0 60 -205.23081313744 46.827707326007 19.317079316264
 8685.1 0 60 -205.23081313744 46.827711403079 19.317078731916
 8685.2 0 60 -205.23081313744 46.827711403079 19.317078731916
 8685.3 0 60 -205.2307306893 46.827701175372 19.317077803359
 8685.4 0 60 -205.2307306893 46.827701175372 19.317077803359
 8685.5 0 60 -205.23087342172 46.827708321722 19.317077985699
 8685.6 0 60 -205.23099226361 46.827711622054 19.317078096022
 8685.7 0 60 -205.23099226361 46.827711622054 19.317078096022
 8685.8 0 60 -205.23099226361 46.827711622054 19.317078096022
 8685.9 0 60 -205.23086380258 46.827702913298 19.3170782953
 8686 0 60 -205.23086380258 46.827702913298 19.3170782953
 8686.1 0 60 -205.23095901543 46.827712473226 19.317078191991
 8686.2 0 60 -205.23095901543 46.827712473226 19.317078191991
 8686.3 0 60 -205.23072658778 46.827717558438 19.317078285706
 8686.4 0 60 -205.23077972492 46.827721376581 19.317079112446
 8686.5 0 60 -205.23077972492 46.827721376581 19.317079112446
