# INDEX mount\_offsets\_ra\_arcsec\_total mount\_offsets\_dec\_arcsec\_total rotator\_field\_angle mount\_dec\_j2000\_deg mount\_ra\_j2000\_hours
 8622.8 0 60 -205.23196018061 46.827737678919 19.317077943881
 8622.9 0 60 -205.23185071681 46.827718018994 19.3170781184
 8623 0 60 -205.23121961594 46.827703663598 19.317078427088
 8623.1 0 60 -205.23121961594 46.827703663598 19.317078427088
 8623.2 0 60 -205.23204746296 46.827723112306 19.317078122614
 8623.3 0 60 -205.23168097074 46.827716868129 19.317078136842
 8623.4 0 60 -205.23168097074 46.827716868129 19.317078136842
 8623.5 0 60 -205.23168097074 46.827728674083 19.317078391855
 8623.6 0 60 -205.23168097074 46.827728674083 19.317078391855
 8623.7 0 60 -205.23176153768 46.827743551182 19.317078063024
 8623.8 0 60 -205.23176153768 46.827743551182 19.317078063024
 8623.9 0 60 -205.23178876418 46.827723278408 19.317078418006
 8624 0 60 -205.23182744853 46.827723278408 19.317078418006
 8624.1 0 60 -205.23182744853 46.827723278408 19.317078418006
 8624.2 0 60 -205.23182744853 46.827723278408 19.317078418006
 8624.3 0 60 -205.23186489042 46.827715129093 19.317078258537
 8624.4 0 60 -205.23186489042 46.827715129093 19.317078258537
 8624.5 0 60 -205.23186489042 46.827715129093 19.317078258537
 8624.6 0 60 -205.23176176212 46.827697263353 19.317078533299
 8624.7 0 60 -205.23176176212 46.827697263353 19.317078533299
 8624.8 0 60 -205.23172012143 46.827716571687 19.317077894212
 8624.9 0 60 -205.23172012143 46.827716571687 19.317077894212
 8625 0 60 -205.23172012143 46.827707172276 19.317078468859
 8625.1 0 60 -205.23172012143 46.827707172276 19.317078468859
 8625.2 0 60 -205.23177677423 46.827705162544 19.317078197736
 8625.3 0 60 -205.23201271635 46.827726318367 19.317078101886
 8625.4 0 60 -205.23201271635 46.827726318367 19.317078101886
 8625.5 0 60 -205.23201271635 46.827734058058 19.317078268025
 8625.6 0 60 -205.23184045401 46.827710813108 19.317078042124
 8625.7 0 60 -205.23184045401 46.827710813108 19.317078042124
 8625.8 0 60 -205.23187574271 46.827714889461 19.317078010614
 8625.9 0 60 -205.23187574271 46.827714889461 19.317078010614
 8626 0 60 -205.23191854823 46.827740303397 19.317078548116
 8626.1 0 60 -205.23191854823 46.827740303397 19.317078548116
 8626.2 0 60 -205.23199168001 46.827716704705 19.317078054274
 8626.3 0 60 -205.23199168001 46.827716704705 19.317078054274
 8626.4 0 60 -205.23199168001 46.827716704705 19.317078054274
 8626.5 0 60 -205.23172733387 46.827713714927 19.317077968381
 8626.6 0 60 -205.23172733387 46.827713714927 19.317077968381
 8626.7 0 60 -205.23166706135 46.827711595005 19.317077801645
 8626.8 0 60 -205.23166706135 46.827711595005 19.317077801645
 8626.9 0 60 -205.23180075573 46.827730155844 19.317078597325
 8627 0 60 -205.23175118829 46.827716580547 19.317078492601
 8627.1 0 60 -205.23175118829 46.827716580547 19.317078492601
 8627.2 0 60 -205.23175118829 46.827727180185 19.317078177208
 8627.3 0 60 -205.23175118829 46.827727180185 19.317078177208
 8627.4 0 60 -205.23181298365 46.827706999257 19.317077882087
 8627.5 0 60 -205.23181298365 46.827706999257 19.317077882087
 8627.6 0 60 -205.23148031909 46.827725466769 19.317077868352
 8627.7 0 60 -205.23148031909 46.827725466769 19.317077868352
 8627.8 0 60 -205.23164437582 46.82772227232 19.317078270779
 8627.9 0 60 -205.23164437582 46.82772227232 19.317078270779
 8628 0 60 -205.23164437582 46.82772227232 19.317078270779
 8628.1 0 60 -205.23190294213 46.827722068818 19.317077948623
 8628.2 0 60 -205.23168491462 46.827718481777 19.317078026917
 8628.3 0 60 -205.23168491462 46.827718481777 19.317078026917
 8628.4 0 60 -205.23168491462 46.827708566157 19.317079089542
 8628.5 0 60 -205.23180365313 46.827723261531 19.317078542252
 8628.6 0 60 -205.23180365313 46.827723261531 19.317078542252
 8628.7 0 60 -205.23180365313 46.827723261531 19.317078542252
 8628.8 0 60 -205.23102917585 46.827720154546 19.317078495368
 8628.9 0 60 -205.23102917585 46.827720154546 19.317078495368
 8629 0 60 -205.23169080454 46.827717139218 19.317078333286
 8629.1 0 60 -205.23169080454 46.827717139218 19.317078333286
 8629.2 0 60 -205.231788038 46.827698868556 19.317078414881
 8629.3 0 60 -205.231788038 46.827698868556 19.317078414881
 8629.4 0 60 -205.231788038 46.827727779439 19.317079270759
 8629.5 0 60 -205.231788038 46.827727779439 19.317079270759
 8629.6 0 60 -205.231788038 46.827727779439 19.317079270759
 8629.7 0 60 -205.23142119824 46.827710783715 19.317078383415
 8629.8 0 60 -205.23142119824 46.827699663081 19.317078547413
 8629.9 0 60 -205.23142119824 46.827699663081 19.317078547413
 8630 0 60 -205.23162461347 46.827727828473 19.31707844834
 8630.1 0 60 -205.23162461347 46.827727828473 19.31707844834
 8630.2 0 60 -205.23162461347 46.827714026211 19.317078375581
 8630.3 0 60 -205.23162461347 46.827714026211 19.317078375581
 8630.4 0 60 -205.23149368753 46.827710461183 19.317078657526
 8630.5 0 60 -205.23149368753 46.827710461183 19.317078657526
 8630.6 0 60 -205.2315569895 46.827728413168 19.317078246715
 8630.7 0 60 -205.2315569895 46.827728413168 19.317078246715
 8630.8 0 60 -205.23178928827 46.827703420994 19.317078156275
 8630.9 0 60 -205.23178928827 46.827703420994 19.317078156275
 8631 0 60 -205.23176783596 46.827706193158 19.317078379951
 8631.1 0 60 -205.23176783596 46.827706193158 19.317078379951
 8631.2 0 60 -205.23176783596 46.827706193158 19.317078379951
 8631.3 0 60 -205.2317859802 46.827717754119 19.317078350613
 8631.4 0 60 -205.2317859802 46.82771016652 19.317079091682
 8631.5 0 60 -205.2317859802 46.82771016652 19.317079091682
 8631.6 0 60 -205.23105429572 46.827723869375 19.317078851843
 8631.7 0 60 -205.23105429572 46.827723869375 19.317078851843
 8631.8 0 60 -205.231130699 46.82770628372 19.317079251132
 8631.9 0 60 -205.231130699 46.82770628372 19.317079251132
 8632 0 60 -205.2312823494 46.827716714791 19.317078578225
 8632.1 0 60 -205.23155247596 46.827720502878 19.31707877052
 8632.2 0 60 -205.23155247596 46.827720502878 19.31707877052
 8632.3 0 60 -205.23149311037 46.827716905972 19.317078262749
 8632.4 0 60 -205.23149311037 46.827716905972 19.317078262749
 8632.5 0 60 -205.23149311037 46.827734396219 19.317078856299
 8632.6 0 60 -205.23149311037 46.827734396219 19.317078856299
 8632.7 0 60 -205.23162844302 46.82770868891 19.317078528179
 8632.8 0 60 -205.23162844302 46.82770868891 19.317078528179
 8632.9 0 60 -205.23179788223 46.827722550676 19.317077844789
 8633 0 60 -205.23179788223 46.827722550676 19.317077844789
 8633.1 0 60 -205.23179788223 46.827722550676 19.317077844789
 8633.2 0 60 -205.23126171832 46.827696748746 19.317078126525
 8633.3 0 60 -205.23126171832 46.827696748746 19.317078126525
 8633.4 0 60 -205.23122710862 46.827727744861 19.317078523024
 8633.5 0 60 -205.23122710862 46.827727744861 19.317078523024
 8633.6 0 60 -205.23185876537 46.827720059786 19.317079247206
 8633.7 0 60 -205.23185876537 46.827720059786 19.317079247206
 8633.8 0 60 -205.23185876537 46.827720059786 19.317079247206
 8633.9 0 60 -205.2317376607 46.827716344464 19.317078356043
 8634 0 60 -205.2317376607 46.827716344464 19.317078356043
 8634.1 0 60 -205.23175580934 46.827737841041 19.317078267655
 8634.2 0 60 -205.23175580934 46.827737841041 19.317078267655
 8634.3 0 60 -205.23164000805 46.82771210629 19.317077771241
 8634.4 0 60 -205.23164000805 46.82771210629 19.317077771241
 8634.5 0 60 -205.23173634554 46.827728869587 19.317078624153
 8634.6 0 60 -205.23173634554 46.827695565637 19.317078577149
 8634.7 0 60 -205.23173634554 46.827695565637 19.317078577149
 8634.8 0 60 -205.23173634554 46.827695565637 19.317078577149
 8634.9 0 60 -205.23159704919 46.827716816914 19.317078524063
 8635 0 60 -205.23151345589 46.827712782331 19.317078486085
 8635.1 0 60 -205.23151345589 46.827712782331 19.317078486085
 8635.2 0 60 -205.23162197494 46.82770836531 19.317078514221
 8635.3 0 60 -205.23162197494 46.82770836531 19.317078514221
 8635.4 0 60 -205.23169903123 46.82771494762 19.3170782566
 8635.5 0 60 -205.23169903123 46.82771494762 19.3170782566
 8635.6 0 60 -205.23169903123 46.82771494762 19.3170782566
 8635.7 0 60 -205.23123503163 46.827717639225 19.31707870624
 8635.8 0 60 -205.23123503163 46.827717639225 19.31707870624
 8635.9 0 60 -205.23123503163 46.827717639225 19.31707870624
 8636 0 60 -205.23133696 46.827698193784 19.317078472076
 8636.1 0 60 -205.23135628108 46.827697974077 19.317078050615
 8636.2 0 60 -205.23135628108 46.827697974077 19.317078050615
 8636.3 0 60 -205.23135628108 46.827697974077 19.317078050615
 8636.4 0 60 -205.23121598991 46.827711754652 19.317078246136
 8636.5 0 60 -205.23121598991 46.827711754652 19.317078246136
 8636.6 0 60 -205.23161401667 46.82772886811 19.317077999099
 8636.7 0 60 -205.23161401667 46.82772886811 19.317077999099
 8636.8 0 60 -205.23154810329 46.827720577119 19.317078376254
 8636.9 0 60 -205.23154810329 46.827706512272 19.317078466476
 8637 0 60 -205.23154810329 46.827706512272 19.317078466476
 8637.1 0 60 -205.23159398819 46.827716260372 19.317079015574
 8637.2 0 60 -205.23164725582 46.82772729512 19.317078504146
 8637.3 0 60 -205.23164725582 46.82772729512 19.317078504146
 8637.4 0 60 -205.23155742447 46.827729182105 19.317078246288
 8637.5 0 60 -205.23155742447 46.827729182105 19.317078246288
 8637.6 0 60 -205.23154625299 46.827714739673 19.3170781341
 8637.7 0 60 -205.23154625299 46.827714739673 19.3170781341
 8637.8 0 60 -205.23167370435 46.827715999648 19.317078353807
 8637.9 0 60 -205.23167370435 46.827715999648 19.317078353807
 8638 0 60 -205.23144548211 46.827705298502 19.317078873593
 8638.1 0 60 -205.23161213682 46.827721973377 19.317078485882
 8638.2 0 60 -205.23161213682 46.827721973377 19.317078485882
 8638.3 0 60 -205.23161213682 46.827721973377 19.317078485882
 8638.4 0 60 -205.23161213682 46.827717789892 19.317077751373
 8638.5 0 60 -205.23161213682 46.827717789892 19.317077751373
 8638.6 0 60 -205.23109440176 46.827730815901 19.317078479818
 8638.7 0 60 -205.23109440176 46.827730815901 19.317078479818
 8638.8 0 60 -205.23109440176 46.827730815901 19.317078479818
 8638.9 0 60 -205.23172617594 46.827714324537 19.317077880423
 8639 0 60 -205.23130312943 46.827721060406 19.317078441039
 8639.1 0 60 -205.23130312943 46.827721060406 19.317078441039
 8639.2 0 60 -205.23130312943 46.827716027563 19.31707850113
 8639.3 0 60 -205.23130312943 46.827716027563 19.31707850113
 8639.4 0 60 -205.23153079571 46.827711037272 19.317078329317
 8639.5 0 60 -205.23153079571 46.827711037272 19.317078329317
 8639.6 0 60 -205.23139790111 46.827715769667 19.317077885653
 8639.7 0 60 -205.23139790111 46.82772284224 19.317078186593
 8639.8 0 60 -205.23139790111 46.82772284224 19.317078186593
 8639.9 0 60 -205.23139790111 46.82772284224 19.317078186593
 8640 0 60 -205.23152320842 46.827728705375 19.317078359554
 8640.1 0 60 -205.23156944182 46.827698558795 19.317078644318
 8640.2 0 60 -205.23156944182 46.827705990385 19.317079226275
 8640.3 0 60 -205.23156944182 46.827705990385 19.317079226275
 8640.4 0 60 -205.23170601213 46.82772240302 19.317078315138
 8640.5 0 60 -205.23170601213 46.827710650953 19.317077639148
 8640.6 0 60 -205.23170601213 46.827710650953 19.317077639148
 8640.7 0 60 -205.23162055833 46.827726979724 19.317078834454
 8640.8 0 60 -205.23162055833 46.827726979724 19.317078834454
 8640.9 0 60 -205.23163713461 46.827722465358 19.317077838534
 8641 0 60 -205.23163713461 46.827722465358 19.317077838534
 8641.1 0 60 -205.23149212389 46.827717965781 19.317077927085
 8641.2 0 60 -205.23149212389 46.827717965781 19.317077927085
 8641.3 0 60 -205.23149212389 46.827717965781 19.317077927085
 8641.4 0 60 -205.23160235601 46.82770918542 19.317078082272
 8641.5 0 60 -205.23160235601 46.82770918542 19.317078082272
 8641.6 0 60 -205.23154561391 46.827707486559 19.317078074406
 8641.7 0 60 -205.23154561391 46.827707486559 19.317078074406
 8641.8 0 60 -205.23154561391 46.827707486559 19.317078074406
 8641.9 0 60 -205.2310289347 46.827714681897 19.317079022116
 8642 0 60 -205.2310289347 46.827714681897 19.317079022116
 8642.1 0 60 -205.23135187156 46.827705838034 19.317078568235
 8642.2 0 60 -205.23135187156 46.827705838034 19.317078568235
 8642.3 0 60 -205.23147100214 46.827700600006 19.317077947956
 8642.4 0 60 -205.23147100214 46.827700600006 19.317077947956
 8642.5 0 60 -205.23161713712 46.827713528152 19.317077887004
 8642.6 0 60 -205.23161713712 46.827720245482 19.317078247203
 8642.7 0 60 -205.23161713712 46.827720245482 19.317078247203
 8642.8 0 60 -205.23161713712 46.827720245482 19.317078247203
