,obsHistID,requestID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,FWHMgeom,FWHMeff,airmass,filtSkyBright,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,slewDist,slewTime,fiveSigmaDepth,totalRequestsTonight,metricValue,subprogram
21,22,7283,1,9643,2.5956765273791684,0.5585053606381855,g,10383146,58239.17530559508,120,30.0,30.0,2.035412481032045,2.035412481032045,1.0296842329571678,19.460111618041992,2.884850766747738,1.3300970540177017,4.685506457210824,1.6300248822461267,98.73943365304653,4.075694041635258,-0.2548847097206474,0.15785609922127564,1.9950555833000252,98.4869634537746,-0.34935403835404255,5.319602177888277,0.017470250815526417,1.8212638348340988,21.054608195385693,1,1.524965458134386,all_sky
22,23,7282,1,9642,2.575075882619103,0.5585053606381855,g,10383178,58239.175673896745,120,30.0,30.0,2.041391314572526,2.041391314572526,1.0347301688399977,19.424901962280273,2.887171210158342,1.310973578194742,4.699657738272071,1.646987972656623,97.821051335544,4.075763111789696,-0.25491309673883006,0.15955180797138135,1.9964400934129232,98.4869634537746,-0.35093921879158363,5.3212794171714535,0.017470250815527257,1.8212638348340988,21.042001410425677,1,1.4986352225782709,all_sky
23,24,7061,1,9342,2.630170516583883,0.5759586531581288,g,10383210,58239.17604845463,120,30.0,30.0,2.0276954551926827,2.0276954551926827,1.023185915918639,19.241153717041016,2.8895310701797277,1.3575049050332588,4.746140761103279,1.6068437749842404,99.84095082252334,4.075833287636314,-0.25494195911234163,0.16127525547798682,1.99784992582033,98.4869634537746,-0.35254942080018936,5.3229881828571575,0.04963324694800658,2.3618011996150017,20.978330563034376,1,1.3495163975864615,all_sky
24,25,7061,1,9343,2.6510450035035857,0.5759586531581288,g,10383242,58239.17641681927,120,30.0,30.0,2.0237742966204895,2.0237742966204895,1.019890312959568,19.241153717041016,2.8918519103154408,1.3729775894624445,4.738070725012897,1.5901216090527108,100.74582313279198,4.075902236695461,-0.2549703374713363,0.16296915308701387,1.9992382298663511,98.4869634537746,-0.35413111649752915,5.324671690397866,0.017506723512233254,1.8267043009400368,20.978506701277173,1,1.3725395430775356,all_sky
25,26,7061,1,9344,2.671919315890363,0.5759586531581288,g,10383274,58239.17678518386,120,30.0,30.0,2.0201618716220633,2.0201618716220633,1.0168579551387626,19.241153717041016,2.894172750199133,1.388453313893233,4.729513373992433,1.5734562850037621,101.64507200764045,4.075971119937518,-0.2549987090710546,0.16466200145456744,2.0006283103791476,98.4869634537746,-0.35571093798193365,5.326358178960569,0.017506577138970778,1.8267008438706398,20.978675263389416,1,1.3728593624937075,all_sky
26,27,7061,1,9345,2.692793628277141,0.5759586531581288,g,10383306,58239.17715354845,120,30.0,30.0,2.0168551064274207,2.0168551064274207,1.0140853427634544,19.241153717041016,2.8964935900828914,1.4039312606218868,4.720330098598925,1.5568502238715356,102.53848144990137,4.076039937415626,-0.2550270738728051,0.16635379595353061,2.0020201759887466,98.4869634537746,-0.35728887760322864,5.328047658847018,0.017506577138971195,1.8267008438706398,20.97882774751267,1,1.3731486058297844,all_sky
27,28,7061,1,9346,2.713668115196843,0.5759586531581288,g,10383337,58239.17752191309,120,30.0,30.0,2.0138512101502037,2.0138512101502037,1.011569301337239,19.241153717041016,2.898814430218658,1.4194103900021877,4.710325881268572,1.5403059210941705,103.42582722269188,4.076108689181544,-0.2550554318386807,0.16804453193853286,2.0034138353372053,98.4869634537746,-0.3588649276805378,5.329740140360859,0.017506723512232838,1.8267043009400368,20.978964289893337,1,1.3734075122484224,all_sky
28,29,7061,1,9347,2.7345424275836203,0.5759586531581288,g,10383369,58239.17789027768,120,30.0,30.0,2.0111477403026283,2.0111477403026283,1.0093070329316916,19.256214141845703,2.9011352701024316,1.4348888762338714,4.699217541324844,1.5238263655465196,104.3068544648253,4.076177375293586,-0.255083782927661,0.16973420417174648,2.0048092966127986,98.4869634537746,-0.36043907998984365,5.3314356332547,0.017506577138970778,1.8267008438706398,20.984364253640447,1,1.3836920444686858,all_sky
29,30,7061,1,9348,2.7554167399703977,0.5759586531581288,g,10383401,58239.17825864227,120,30.0,30.0,2.008742427926444,2.008742427926444,1.0072959667412984,19.263246536254883,2.903456109986243,1.4503647537011688,4.686576461897023,1.5074142105850654,105.18132188261715,4.076245995805208,-0.2551121271017653,0.171422807971505,2.0062065684794317,98.4869634537746,-0.3620113267905456,5.3331341478323635,0.017506577138970778,1.8267008438706398,20.986930911924006,1,1.3886072836963088,all_sky
30,31,7061,1,9349,2.7762912268901005,0.5759586531581288,g,10383433,58239.178627006906,120,30.0,30.0,2.006633269891532,2.006633269891532,1.0055338338085815,19.26534652709961,2.905776950122091,1.4658350548100638,4.671722129318489,1.491072198063055,106.04897889185858,4.076314550770278,-0.2551404643223894,0.17311033863911374,2.0076056596129614,98.4869634537746,-0.3635816603111861,5.334835694398789,0.017506723512233254,1.8267043009400368,20.987771176249694,1,1.390220058600104,all_sky
