# pos	HFD_med	HFD_mean	HFD_stderr_mean	HFD_stderr_med	FWHM_mean	FWHM_med	FWHM_std
1.044734987714230010e+04	4.776090696334839514e+00	4.222497045516967695e+00	3.402401758289522182e-01	4.264278224491372948e-01	7.857382461547851804e+00	8.680701450347900305e+00	2.513813343048096005e+00
1.024327111760139996e+04	2.037004126548767058e+00	2.102117406845092962e+00	5.096858247243052364e-02	6.387964497162819388e-02	2.670572869300842367e+00	2.659940084457397713e+00	1.886233277320862045e-01
9.937160065342419330e+03	4.242248947143554716e+00	3.907291004180908356e+00	2.794679329251141819e-01	3.502611112613855382e-01	5.559090385437012394e+00	5.945707250595092752e+00	1.479361324787139997e+00
1.034529632326719911e+04	3.386974052429199578e+00	3.351193757057190137e+00	1.015482776886049848e-01	1.272718920471687942e-01	5.212028875350952717e+00	5.132859502792358697e+00	6.786279766559600857e-01
9.773874379142160251e+03	4.500769763946533608e+00	4.374462030410766644e+00	7.479609214874770595e-01	9.374299970597839149e-01	8.173262676239014368e+00	8.284299072265625341e+00	4.936240421295166492e+00
9.692266971303799437e+03	5.585555133819580576e+00	5.834893060684204436e+00	7.302257640337767031e-01	9.152022734955447270e-01	1.042985199737548818e+01	1.060475220870971746e+01	3.639726842880249169e+00
9.549391995878570015e+03	4.675324666976928611e+00	5.654377256393432916e+00	6.179268525541986579e-01	7.744564601330478082e-01	1.007087446212768533e+01	7.612244674682617784e+00	4.753520332336425902e+00
1.010043157743799929e+04	1.996799485206604219e+00	1.986847984313965032e+00	4.491122769842354617e-02	5.628787659862970194e-02	2.431576859474182228e+00	2.472996968269348450e+00	2.200697427988052568e-01
1.046777476202209982e+04	5.378650575637817788e+00	5.122527362823486641e+00	3.126043368424339386e-01	3.917914347507590600e-01	9.942024246215821037e+00	1.063647168731689518e+01	2.233856524467468407e+00
1.028409253915149930e+04	2.453445940971374473e+00	2.524145260810852331e+00	7.106584582172360831e-02	8.906782924864986573e-02	3.365077639579773017e+00	3.385463939666748079e+00	2.450054631233215541e-01
1.038614609302660028e+04	3.726069917678833221e+00	3.542141249656677537e+00	1.951726364200492558e-01	2.446126244423857954e-01	5.558952617645264382e+00	5.803595329284668480e+00	1.633989338874817010e+00
9.875935020069669918e+03	5.503090000152588424e+00	5.380281568527221836e+00	2.753633066911234106e-01	3.451167251739287734e-01	8.322634071350098139e+00	8.108263832092285739e+00	1.151624302864074689e+00
1.042693916636729955e+04	4.599904800415039574e+00	3.953952066421508871e+00	3.343225009789205227e-01	4.190111168995562241e-01	7.152901081085205170e+00	7.715264762878418559e+00	3.000620279312133931e+00
9.998356762405750487e+03	3.312417901039123702e+00	3.294707184791564991e+00	1.204258682131767316e-01	1.509314431300677051e-01	4.533282962799072280e+00	4.551546527862549318e+00	4.980974512100220242e-01
1.030451742403120079e+04	2.744055542945861959e+00	2.774922416687011673e+00	9.047050221638539003e-02	1.133879594378291028e-01	3.744484138488769709e+00	3.847199804306030479e+00	3.659230595827102639e-01
1.003922779332229948e+04	2.529334218025207637e+00	2.541530667304992885e+00	8.937340664678376789e-02	1.120129540504611887e-01	3.324684123039245875e+00	3.295949983596802024e+00	3.439175713062286310e-01
9.733067131696800061e+03	5.461838768005371492e+00	5.349747781753539932e+00	7.039133763485146966e-01	8.822245860230796266e-01	9.785264053344727486e+00	1.166223111343383856e+01	3.986543926239014102e+00
9.508584748433220739e+03	6.532494828701019829e-01	1.064741822719573960e+00	4.203528642654419389e-01	5.268341874449418150e-01	1.472774357795715305e+00	5.808880057334899760e-01	1.596069531917572171e+00
9.835099424414900568e+03	6.214511322021484929e+00	5.406060144424438718e+00	5.310816899935405511e-01	6.656121901383120765e-01	8.772677005767823388e+00	9.341064250946045533e+00	2.635536075592041172e+00
9.529009633312949518e+03	1.182706494331359881e+00	1.182706494331359881e+00	5.571204772647694045e-04	6.982469703438941256e-04	2.194709806442260991e+00	2.194709806442260991e+00	2.032197141647338820e-02
1.005959598178320084e+04	2.379613070487976323e+00	2.430375391006470043e+00	7.399782091011157525e-02	9.274251507718336840e-02	3.066848812103271538e+00	3.038121561050415309e+00	2.567012542486191151e-01
1.012082811410830072e+04	1.884748273849487399e+00	1.927042319297790574e+00	4.127292031885661239e-02	5.172793452391914737e-02	2.307195430755615284e+00	2.296891288757324290e+00	1.056975538432598227e-01
1.026368891542880010e+04	2.220886575698852727e+00	2.251596794128418288e+00	5.234647367009816893e-02	6.560657548934763217e-02	2.951000098228454771e+00	2.956831008911132930e+00	2.086093096137046909e-01
1.036574246930399931e+04	3.686373017311096234e+00	3.528071825027466080e+00	1.546416077744155182e-01	1.938145132408735094e-01	5.656634870529175352e+00	5.799452074050903683e+00	1.261361570835113577e+00
1.001878873433780063e+04	3.008820351600647314e+00	2.939348942756653038e+00	1.377584452640489288e-01	1.726546069840360353e-01	3.923920465469360686e+00	4.047012876510620139e+00	6.977473685741425458e-01
9.753492016576539754e+03	6.388723138809204727e+00	5.043330436706543018e+00	6.784813978072509189e-01	8.503503277774093760e-01	9.281188591003418864e+00	1.119343576049804767e+01	4.013271766662597884e+00
9.794299264021899944e+03	6.715542560577392628e+00	5.769641345977783331e+00	7.409587647502020591e-01	9.286540950292581087e-01	9.118222625732421704e+00	1.024401391220092883e+01	3.606367260932922481e+00
1.007999251845350045e+04	2.128392168998718414e+00	2.152156668663025130e+00	5.112642703679196043e-02	6.407747379564078527e-02	2.657100956916809142e+00	2.592161886215210043e+00	2.545118018388748404e-01
9.631041926031050025e+03	3.807299585342407422e+00	4.945429533004761069e+00	7.520713607754943020e-01	9.425816687300329066e-01	9.083010066986084041e+00	7.027083089828491502e+00	5.330706050872803026e+00
9.855538483399339384e+03	5.742817512512207401e+00	5.548189842224121371e+00	3.600202241575602979e-01	4.512184366561656224e-01	8.533801876068116243e+00	8.893445140838624141e+00	1.508575651645660542e+00
9.590220504480990712e+03	5.361526039123535092e+00	5.741542938232422344e+00	8.244261918949814527e-01	1.033265001475161649e+00	1.136925234985351629e+01	1.120619572448730494e+01	5.674891769409179609e+00
9.610624128203669898e+03	4.925383874893189073e+00	5.206254627227783871e+00	6.892040171341875521e-01	8.637891381689115633e-01	1.000273095703125037e+01	7.580543861389160476e+00	5.684711502075195710e+00
9.569809793705959237e+03	5.385097663879395036e+00	6.569750017166137823e+00	6.835571408868124088e-01	8.567118283364050235e-01	1.248782727050781283e+01	1.150563002014160219e+01	4.184702896118164261e+00
1.040652845559230082e+04	4.408339574813843420e+00	3.968690998077392784e+00	2.362242466786046158e-01	2.960631879389992172e-01	6.366238101959228679e+00	6.490111789703369105e+00	1.772509520530700877e+00
1.020247804426080074e+04	1.737503613471985009e+00	1.777847689151764055e+00	3.462359716336920606e-02	4.339424380956747457e-02	2.042811927795410210e+00	2.030822130203246978e+00	8.560813501477242127e-02
1.032490687364920086e+04	3.137459916114807346e+00	3.076737428665161200e+00	9.804958746100986278e-02	1.228869341228362444e-01	4.513648386001587021e+00	4.470750606536865845e+00	3.822940673828125191e-01
9.488159863553479227e+03	5.013451713562012024e+00	5.220960672378540224e+00	4.833515167542002389e-01	6.057912892409289540e-01	1.056230195236206093e+01	8.306449466705322138e+00	5.528785026550293580e+00
